replaced_player,scenarios,mean_impact,median_impact
Billy Bongo#EUW,151,16.120434487817054,21.42857142857143
BuddhaGoesSmite#EUW,132,12.429136879722456,4.37870853591022
WT GigaChad#1070,70,9.795114111257316,8.333333333333325
Sporus#EUW,68,1.4843183626943366,19.444444444444443
WT Nasty Boy#EUW,84,1.0081614562060783,8.333333333333325
WT Final Stand#EUW,148,0.7405310270634746,3.8502588931961403
Tibbtokontop#EUW,148,-6.658725384166084,-5.5555555555555465
